173,66,14,35
172,65,16,41
174,64,16,41
173,64,17,43
175,64,17,42
176,64,17,45
175,64,18,43
177,64,17,43
177,64,17,43
179,64,17,43
179,64,17,43
182,64,16,42
181,64,17,43
185,64,16,41
184,63,17,40
186,63,17,41
188,63,16,43
187,64,17,40
188,64,17,42
188,64,16,41
189,63,17,43
190,64,17,41
188,64,18,44
192,63,18,43
191,63,17,43
192,63,18,41
191,63,18,43
194,63,18,44
196,62,19,45
193,62,20,44
197,62,20,46
195,61,20,45
199,61,20,46
198,61,20,45
202,62,19,45
201,60,20,46
203,61,19,46
204,61,20,45
203,61,20,47
204,61,20,43
206,64,19,41
207,63,18,41
208,63,18,41
210,63,18,40
212,64,18,38
214,63,17,40
215,63,17,33
215,62,18,37
216,63,17,37
216,62,18,40
217,62,18,39
216,62,18,40
218,62,18,41
217,62,19,40
219,61,19,41
219,61,20,42
219,62,19,43
219,62,18,41
220,64,18,40
220,62,18,44
222,63,18,41
223,64,19,41
223,63,19,38
226,63,18,38
227,63,18,40
228,63,18,40
230,63,18,37
230,62,19,37
230,61,19,40
233,61,19,40
231,61,19,42
235,62,18,40
234,61,18,40
234,61,18,40
234,61,17,39
235,62,18,42
236,61,17,39
239,63,17,42
240,62,16,38
242,61,17,42
243,60,19,40
244,57,19,41
246,59,21,42
268,59,18,38
267,59,18,38
246,53,22,45
267,57,20,41
249,61,21,43
248,54,22,42
252,62,18,36
253,61,18,38
255,62,18,36
257,60,17,38
260,63,17,38
259,63,17,36
262,61,16,37
263,61,16,35
272,59,18,37
275,59,17,39
265,60,17,37
267,59,16,40
267,60,16,37
269,60,16,37
270,61,17,34
269,60,18,35
270,61,17,34
273,60,17,33
274,59,16,35
275,60,17,35
274,61,18,35
276,61,19,35
276,60,19,38
276,58,19,38
278,61,19,37
279,61,18,36
280,61,19,38
282,60,17,36
283,61,17,39
285,62,17,35
285,61,18,37
288,61,16,39
287,60,17,39
288,60,17,39
291,60,17,40
290,59,18,42
291,59,18,42
291,59,19,41
291,59,19,42
293,60,19,41
295,59,19,41
296,60,19,38
299,60,18,39
