629,159,18,57
629,154,20,65
629,157,21,64
628,157,21,65
628,158,21,65
626,157,21,65
623,159,21,64
619,159,22,64
615,159,22,64
612,160,21,64
607,158,23,66
606,161,22,64
604,160,21,64
603,161,22,65
602,161,21,64
601,161,21,64
598,162,21,63
596,162,23,63
594,161,24,64
592,161,24,64
590,161,23,63
595,158,22,65
592,155,21,65
589,154,21,63
586,149,23,64
584,144,24,64
581,142,25,65
580,142,25,64
583,142,23,64
583,142,24,63
529,146,24,66
539,149,21,61
543,147,21,62
547,146,22,64
547,148,22,61
549,146,22,64
551,148,21,60
549,151,23,64
553,154,22,62
554,160,23,64
556,163,22,62
557,163,22,61
558,163,21,59
556,165,22,60
555,165,23,58
556,165,24,59
556,164,26,61
556,164,28,62
557,165,28,61
560,164,27,61
563,164,27,59
564,165,22,59
566,166,21,59
567,165,21,61
567,164,20,62
567,165,20,61
567,164,22,62
567,164,23,61
568,164,25,61
569,163,25,63
570,162,25,64
571,160,25,65
575,163,23,63
580,165,21,61
584,165,25,61
582,165,22,61
584,164,26,62
582,164,24,62
585,165,24,60
602,165,22,62
596,165,26,63
586,163,32,64
590,163,30,62
590,163,30,63
596,163,25,62
600,163,21,64
603,163,22,65
603,166,25,63
602,165,25,63
653,166,24,61
607,166,25,65
609,165,24,62
614,171,23,57
607,170,23,61
606,163,23,68
606,164,23,65
604,162,24,64
603,163,24,64
605,162,24,64
605,160,23,66
603,160,23,67
606,158,24,67
604,157,25,67
603,155,25,68
602,154,24,68
602,154,23,65
601,155,23,67
598,153,23,68
596,154,23,68
598,153,24,68
596,155,24,68
638,155,25,66
596,156,23,72
594,160,27,68
643,158,26,68
640,157,25,69
632,167,26,59
632,171,22,55
628,170,21,56
626,170,23,54
625,170,20,57
626,170,21,56
626,170,22,57
624,171,21,58
626,172,21,58
626,173,21,56
625,174,22,56
618,174,22,57
618,171,25,60
615,173,22,58
614,173,24,57
614,174,22,57
613,173,22,58
616,173,22,58
614,173,22,58
612,172,24,58
611,172,23,58
611,173,21,56
611,174,20,56
609,174,23,56
607,173,23,56
612,174,20,55
610,170,23,59
606,172,23,57
605,170,22,57
599,167,21,61
596,170,20,60
612,170,25,60
609,171,26,58
596,169,23,60
596,167,22,61
596,162,22,64
597,157,29,59
588,152,29,63
605,144,28,65
668,145,24,64
666,140,22,66
661,136,22,69
657,131,23,69
652,127,23,69
650,128,23,65
646,130,23,64
641,137,23,65
636,147,22,63
634,154,25,63
578,159,24,58
576,166,25,57
572,166,28,60
539,170,27,60
565,167,25,60
610,166,23,65
599,165,23,67
592,168,22,64
586,168,22,64
584,168,23,65
583,170,22,63
585,171,23,63
583,173,22,63
581,174,24,62
579,174,25,61
576,174,24,62
573,175,24,61
572,175,23,59
572,176,23,60
571,177,22,59
570,176,23,60
571,176,23,60
574,175,21,60
576,175,23,62
576,174,23,61
577,174,22,62
579,174,23,62
586,175,23,61
593,173,26,65
596,170,27,63
604,169,25,64
611,168,26,64
558,171,28,62
504,171,26,71
501,171,25,69
486,171,27,71
483,171,28,69
481,170,26,70
480,172,29,71
483,172,29,69
484,170,30,72
490,169,28,68
495,168,26,66
500,167,28,69
506,169,26,68
500,169,29,72
497,168,30,66
500,166,28,61
494,166,30,63
495,168,30,59
519,170,28,59
477,167,26,66
474,167,28,59
476,166,28,73
475,168,30,71
484,170,32,70
497,173,28,74
510,174,30,72
528,174,30,69
537,173,31,70
538,172,27,75
538,172,29,71
533,174,29,71
530,174,29,69
527,173,28,69
525,171,30,69
523,168,30,72
540,167,30,70
542,170,26,71
546,169,27,73
547,169,29,75
545,169,30,75
541,168,29,73
533,167,29,75
525,163,30,78
493,162,29,74
479,159,29,74
466,160,31,77
460,161,27,76
455,162,28,72
449,160,30,73
376,163,33,68
442,161,31,78
439,163,30,79
438,165,31,75
445,166,28,69
448,165,30,69
460,164,32,70
466,165,30,78
476,164,34,68
489,165,28,74
499,163,30,77
508,162,30,75
512,158,31,72
517,159,28,78
512,159,31,77
513,155,30,79
516,151,28,79
520,146,26,77
515,143,30,80
510,146,31,77
508,149,29,78
504,152,32,79
511,157,27,78
503,161,29,79
502,164,28,75
502,167,27,76
489,169,31,78
490,168,29,79
490,168,29,77
489,169,29,74
494,171,28,75
492,176,30,78
498,181,29,78
506,183,27,75
506,182,28,73
508,181,27,74
508,179,28,78
510,178,30,78
509,179,31,78
511,180,33,72
511,179,30,78
510,181,33,77
514,181,29,77
513,182,29,76
518,183,27,76
516,184,29,77
517,185,30,75
518,184,31,76
518,184,32,76
520,184,34,76
520,185,37,76
525,185,36,74
535,186,29,73
533,187,31,73
536,187,29,73
539,187,27,73
544,186,26,74
547,184,28,76
549,186,30,74
548,186,35,73
552,186,37,74
557,185,38,75
560,184,37,76
573,184,28,77
574,185,28,76
577,180,30,78
584,182,29,78
585,184,29,78
586,185,30,77
590,185,32,76
593,186,31,75
593,186,35,74
519,185,29,75
471,183,32,72
473,185,29,72
475,183,29,73
475,184,30,71
476,185,28,71
479,183,27,73
478,183,26,72
479,183,28,72
480,186,27,70
480,186,27,71
481,186,27,70
481,185,28,71
481,186,29,70
480,187,27,69
480,185,27,72
480,185,27,71
481,187,27,70
482,185,25,72
482,183,25,74
482,187,29,71
482,187,28,72
482,182,28,76
483,185,28,72
483,184,25,73
482,180,24,75
482,184,25,73
482,182,23,74
483,185,23,71
483,183,24,74
482,186,25,71
485,185,23,72
487,186,25,72
485,185,25,73
486,185,25,73
486,184,25,73
488,184,25,73
487,184,28,73
490,185,27,73
490,185,26,74
487,184,29,74
490,187,26,71
489,186,26,71
492,186,26,72
491,185,28,72
490,185,28,71
458,177,20,56
458,178,18,54
456,178,20,54
458,177,20,55
460,177,20,54
458,178,20,54
500,187,23,71
499,188,23,69
502,187,23,71
500,187,22,69
504,187,21,69
505,186,21,71
506,188,22,69
508,187,22,70
512,185,22,72
512,186,22,71
514,186,22,71
516,186,23,71
514,188,25,71
516,187,26,72
565,190,28,67
568,188,26,68
569,183,29,78
517,186,29,74
520,190,28,70
519,188,28,72
516,187,33,72
523,187,30,75
525,188,30,75
525,186,31,77
525,186,30,77
524,185,34,78
525,185,33,78
526,185,35,78
526,186,34,75
503,183,26,73
530,187,28,72
527,182,36,80
532,191,33,72
532,193,34,72
507,188,25,73
538,189,27,72
537,184,31,78
532,186,35,77
540,189,31,75
537,182,35,80
512,186,30,76
479,186,32,55
512,185,28,76
512,186,28,75
510,187,28,75
519,184,30,77
581,185,24,58
554,187,29,62
552,186,32,68
514,188,30,72
466,184,25,62
467,186,25,52
468,185,22,53
467,185,23,54
493,186,21,53
467,186,23,53
489,185,22,54
467,184,23,53
467,183,25,55
466,183,26,56
465,183,26,57
491,185,21,56
470,186,26,56
468,186,22,54
470,185,24,58
471,185,26,61
