414,72,13,41
411,72,16,44
410,73,17,45
410,74,17,45
409,73,17,45
410,74,17,45
409,73,16,44
410,75,16,45
409,75,16,43
409,76,16,44
409,75,16,44
409,76,16,44
409,77,16,43
409,76,16,44
409,76,17,45
407,76,17,46
408,77,17,45
407,77,17,45
407,78,17,45
407,78,17,45
407,78,17,45
406,78,18,46
407,79,17,45
406,79,18,46
406,79,18,46
405,79,18,46
405,80,19,46
405,81,19,45
405,81,19,45
406,82,19,45
406,82,20,46
408,82,19,44
409,83,20,46
409,84,20,44
409,84,20,45
411,84,19,43
412,85,20,45
414,86,19,45
415,86,19,48
416,86,19,47
417,86,20,48
417,86,21,53
419,87,20,50
420,88,20,51
422,89,20,52
422,89,21,52
424,89,20,52
423,89,20,51
425,90,20,52
427,91,21,54
429,91,21,52
431,92,21,54
430,93,21,54
431,93,21,54
432,93,21,53
433,93,21,54
433,94,21,53
434,95,21,53
434,95,21,53
436,94,21,53
437,95,21,53
436,95,22,55
440,99,22,55
443,99,22,56
443,99,23,52
446,101,22,54
446,101,23,55
446,100,23,58
450,103,23,58
453,105,23,58
455,106,24,60
455,106,24,60
455,107,23,59
456,106,24,62
457,109,25,60
457,107,24,61
458,110,24,61
459,109,23,63
459,109,24,61
461,109,23,62
460,110,24,61
461,111,23,61
461,111,25,63
462,111,26,63
463,111,25,65
463,111,25,65
466,112,23,64
466,112,24,64
468,113,24,64
470,117,24,62
467,172,29,54
469,203,27,65
471,249,27,67
471,247,27,67
470,246,28,68
471,251,28,66
473,249,26,67
472,252,28,66
472,249,27,66
473,251,27,66
474,252,28,66
473,253,27,66
473,253,29,67
473,254,27,67
473,254,27,69
471,259,28,73
472,259,27,73
471,262,28,73
469,261,29,73
468,263,28,73
467,264,28,72
467,265,28,73
466,266,28,73
465,267,27,75
464,268,27,75
462,270,28,76
460,272,28,76
459,272,28,75
456,274,30,77
445,280,32,81
446,282,30,81
442,284,31,83
441,284,29,82
437,286,30,82
436,287,30,82
433,287,31,82
430,288,33,84
429,289,32,83
427,290,32,82
424,291,33,82
422,293,32,82
420,294,32,82
418,295,33,81
415,296,32,84
414,297,33,85
411,299,34,86
409,301,33,84
407,300,34,88
404,302,34,85
401,303,34,90
399,304,34,87
396,305,34,91
393,305,35,90
390,307,36,88
385,310,35,90
384,310,34,91
380,312,34,95
374,313,36,98
368,312,39,100
367,316,37,98
364,317,38,97
362,319,36,97
355,319,42,97
351,321,42,100
350,322,38,103
347,322,38,104
342,329,42,98
340,328,41,106
335,321,40,112
340,323,42,109
320,337,43,101
311,335,45,108
306,336,43,110
295,340,45,108
290,344,45,109
286,343,47,112
279,334,46,122
277,342,47,115
273,348,43,109
263,353,47,105
255,355,48,104
250,358,45,101
243,359,46,99
232,365,45,93
224,368,44,90
212,373,47,86
145,305,33,92
