409,157,60,121
415,158,59,106
421,156,58,106
429,154,57,101
433,154,59,99
436,151,57,97
442,148,56,99
447,147,50,97
449,142,48,101
452,142,49,100
454,140,47,98
456,136,48,100
459,138,49,94
460,137,47,94
460,134,46,95
461,131,43,97
463,130,44,95
449,133,48,89
421,130,42,90
386,131,48,87
354,128,45,86
331,128,45,84
335,125,45,83
337,124,45,84
338,119,42,87
338,114,45,89
338,114,45,87
341,109,46,89
343,109,46,92
343,109,46,89
346,108,45,89
347,105,43,92
348,104,43,86
348,105,43,82
348,103,44,80
347,104,42,78
349,102,40,78
345,103,35,75
348,101,40,78
344,103,34,75
345,98,38,79
344,98,34,77
346,95,39,81
344,95,38,76
343,93,37,74
341,93,38,71
339,93,35,68
339,92,35,66
336,92,34,66
337,91,38,70
335,89,39,68
331,89,37,67
329,88,38,67
328,86,39,67
325,87,35,61
324,84,39,63
322,85,36,64
320,81,37,64
318,84,37,63
318,80,33,62
318,79,37,66
317,82,36,60
318,80,36,60
317,80,28,60
317,79,28,57
318,78,29,56
320,78,29,55
320,76,28,55
322,75,27,54
322,75,28,56
325,75,27,56
323,75,27,54
325,73,27,58
325,73,26,57
325,71,28,59
327,70,27,55
327,70,28,54
329,61,31,62
328,67,27,53
331,68,27,54
332,66,26,55
333,64,25,56
335,66,25,53
336,65,24,53
337,63,25,56
341,61,28,56
338,60,26,54
343,63,24,52
345,60,24,50
343,58,25,53
350,58,24,52
346,57,29,55
355,56,29,52
356,54,29,53
357,56,23,47
360,55,23,45
363,55,24,43
364,54,24,41
366,55,23,42
368,54,23,43
369,53,23,40
371,53,23,41
373,53,22,40
374,52,21,38
378,52,20,38
379,50,23,39
380,50,21,40
382,51,21,37
385,50,21,40
386,50,20,38
386,50,21,38
389,49,20,39
391,48,20,39
393,48,20,39
393,47,20,38
395,47,20,39
396,47,20,39
399,45,21,38
401,46,21,38
402,44,21,41
404,44,23,43
407,43,24,41
410,42,24,43
412,42,23,42
415,41,22,43
415,41,21,40
419,41,23,43
421,39,25,46
423,37,25,43
423,39,25,41
428,39,24,40
431,38,24,42
433,38,25,41
434,38,22,41
437,36,24,41
439,35,22,41
441,38,21,43
441,36,21,43
443,34,20,46
445,34,20,46
